,20,40,50,60,101,103,105,107,109,111,112,113,114,115,116,117,119,120,121,122,123,125,129,131,133,135,137,145,147,149,151,153,155,159,161,163,169,171,173,175,177,179,180,181,183,185,186,187,189,191,193,195,197,199,201,202,203,204,205,207,209,211,213,215,217,219,221,223,225,229,231,233,235,237,238,239,240,241,243,245,247,249,251,257,261,263,269,271,273,275,277,281,283,285,287,289,291,293,295,297,299,301,303,305,307,309,311,313,315,317,319,321,323,325,329,330,333,10,335
0,-0.14171936,-0.029041814,0.020770071,0.83013296,6.040704e-09,0.01060283,-0.02666136,0.0020378563,-0.00065801357,-0.020220771,0.031441286,-0.005086905,0.007846562,-0.002581457,0.0010679956,0.040143516,-0.046273883,0.07312989,0.06556877,0.02323882,0.6196536,0.83013296,0.18372105,0.16622078,-0.14171936,0.023008447,0.003614122,0.019394325,0.01889638,-0.039640076,-0.039115924,0.021576425,0.023912288,-0.024635114,-0.026923632,-0.009911016,0.013645186,0.029227084,0.5024065,0.4980281,0.49453488,0.47732252,0.00021980627,0.00021980627,0.46316573,-0.0012309151,0.021460688,0.42327055,0.29589513,-0.124049574,-0.10327866,0.029871413,0.024953673,-0.0040881406,-0.029041812,0.03418334,0.014891125,0.03418334,0.021460688,0.018979266,0.010136262,0.038664274,0.011324426,0.008675403,-0.015381209,-0.015876597,0.015876597,0.0028671154,0.004307692,0.29589513,0.2788211,0.2800574,0.0069866204,0.028625792,0.024770405,0.0020109024,0.024770405,0.024770405,0.024696853,0.018805843,0.015262164,0.0074683405,0.0034932285,0.0019275318,0.002365181,0.0013932335,0.00515804,0.0044538854,-0.0006155278,-0.0014373153,0.00036690736,-0.0018042226,-0.0029495806,0.0001654079,-0.007919616,0.020770071,0.004609168,0.00482668,-0.0027841728,0.030799933,0.014797497,0.014797497,0.016002435,0.009343583,0.025346018,0.013140627,-0.0044652238,0.029563775,-0.13315007,0.0070185764,-3.195601e-05,0.47630635,-0.0050076745,0.009100498,0.83013296,0.0,-3.2192514e-08,0.0,0.83013296
3600,-0.19167063,-0.06287341,0.019413536,0.82408625,0.2167272,0.116474606,0.07700368,0.026061915,0.100171596,0.07184939,0.031773694,0.04137026,0.015684413,0.019374253,0.054605555,-0.03437316,-0.03446063,-0.0013734094,0.017334139,0.015867993,0.564273,0.8240861,0.23884986,0.21889637,-0.19167063,0.025064263,0.0052323854,0.019831877,0.01911097,-0.039874773,-0.039115924,0.021969395,0.025351167,-0.026397644,-0.029710874,-0.008966094,0.01437228,0.038428407,0.5056606,0.49932176,0.49426433,0.48976833,0.000318227,0.000318227,0.49320823,-0.0017820711,0.034248807,0.46885562,0.32842192,-0.1356187,-0.10763188,0.041390188,0.034270473,-0.028602941,-0.06287341,0.040514905,0.009405531,0.040514905,0.034248807,0.038008474,-0.0041439137,0.02257053,0.03839272,0.03790628,-0.0056224028,-0.0025622197,0.0025622197,0.042794466,0.044880074,0.32842192,0.3017619,0.2858617,0.012055839,0.03704812,0.046518195,0.017963063,0.046518195,0.046518195,0.04641171,0.02903135,0.022095965,0.010812374,0.005057361,0.0027906059,0.0052291956,0.0020170694,0.016319199,0.0046431846,0.0097654285,0.0019421611,0.00053119427,0.001410967,0.0023632268,-0.0024215248,-0.0047816676,0.019413536,0.0066729747,0.0030153608,-5.829808e-05,-0.0028395555,-0.0041751857,-0.0041751857,0.0013356302,-0.031533603,-0.030197976,-0.0049111033,0.042817384,0.009167147,-0.14902207,0.0075228876,0.004532951,0.4882971,0.0104401745,0.013403383,0.8240861,0.0,-3.2192514e-08,0.2167272,0.82408625
7200,-0.22836953,-0.07884325,-0.008372396,0.81841344,0.21010612,0.11242374,0.08018578,0.025750408,0.10015447,0.078839816,0.027441578,0.044870373,0.016047485,0.020717423,0.0590747,-0.04196621,-0.02757066,-0.017946174,0.0056380415,0.0143930875,0.5318806,0.81841344,0.26830512,0.2515728,-0.22836953,0.02157659,0.0039377753,0.017638817,0.01709628,-0.039687015,-0.039115924,0.023498038,0.026043084,-0.026830638,-0.029324103,-0.008463453,0.012532026,0.034168947,0.49943426,0.4946638,0.49085772,0.49362186,0.0002394904,0.0002394904,0.49914244,-0.0013411463,0.035648823,0.4782209,0.3292073,-0.14538997,-0.10845205,0.051095314,0.045737185,-0.03310607,-0.07884325,0.04089564,0.007609483,0.04089564,0.035648823,0.040715557,-0.005358311,0.019580355,0.041007135,0.039874975,-0.0017839768,0.0042195083,-0.0042195083,0.046767104,0.04833669,0.3292073,0.30445573,0.2845999,0.013760795,0.041004542,0.05799112,0.02337821,0.05799112,0.05799112,0.057910986,0.027247062,0.016628925,0.008137148,0.003806055,0.0021001464,0.009334102,0.0015180007,0.029865313,-0.0019043733,0.030331824,0.010068895,0.00039976474,0.009669131,0.016153827,-0.007913713,0.011100022,-0.008372396,0.0050219293,-0.0060146945,0.008240113,-0.0091911275,-0.0060247397,-0.0060247397,-0.003166387,-0.032775085,-0.035941474,-0.0066277576,0.04650273,0.005422961,-0.15954737,0.007631474,0.0061293202,0.4925147,0.015746735,0.014157395,0.81841344,0.0,-3.2192514e-08,0.21010612,0.8184135
10800,-0.22624138,-0.07424638,-0.010389764,0.8157486,0.20869668,0.11171026,0.07972948,0.025627423,0.099609055,0.07858639,0.02746653,0.044842485,0.016042855,0.020663384,0.059067436,-0.04180371,-0.027579281,-0.017916925,0.005619537,0.014386432,0.53159183,0.8157486,0.26598823,0.24935928,-0.22624138,0.021513497,0.0038838328,0.017629666,0.01709456,-0.039679196,-0.039115924,0.023479505,0.025989687,-0.026766453,-0.02922576,-0.008473348,0.012486188,0.033878405,0.49962893,0.49492386,0.49116996,0.49402335,0.00023620971,0.00023620971,0.49961776,-0.0013227743,0.035738382,0.4790614,0.33399245,-0.14149491,-0.10845205,0.047176354,0.041891616,-0.03235476,-0.07424638,0.04155067,0.008142585,0.04155067,0.035738382,0.040497348,-0.005317961,0.01923358,0.041056342,0.03988382,-0.0017298311,0.0042888853,-0.0042888853,0.04676712,0.0483152,0.33399245,0.3092359,0.2890793,0.013916345,0.041769464,0.059328787,0.023863394,0.059328787,0.059328787,0.05924974,0.027378662,0.01640113,0.00802568,0.0037539175,0.0020713771,0.009711082,0.0014972062,0.031083412,-0.0023831308,0.03204838,0.010729481,0.0003942885,0.010335191,0.017266085,-0.008356376,0.012297551,-0.010389765,0.0049531357,-0.006714776,0.00890971,-0.009150028,-0.006002434,-0.006002434,-0.0031475944,-0.032653682,-0.035801277,-0.006686393,0.04657021,0.0051000854,-0.1556284,0.007759603,0.006156742,0.49293137,0.016103791,0.014133495,0.8157486,0.0,-3.2192514e-08,0.20869668,0.8157486
14400,-0.28399315,-0.10096833,-0.035917025,0.8069101,0.19809309,0.10560771,0.083377555,0.025559755,0.09922096,0.08812566,0.019418336,0.048652116,0.016251879,0.022939848,0.06394454,-0.051327005,-0.015228487,-0.040899307,-0.016519817,0.010444818,0.48165116,0.80691004,0.31281796,0.3010041,-0.28399315,0.016164204,0.0020498005,0.014114403,0.013831986,-0.039413206,-0.039115924,0.02605351,0.02737833,-0.027788289,-0.029086258,-0.007509496,0.009627383,0.028504368,0.48560092,0.4831177,0.48113644,0.48943081,0.00012466624,0.00012466624,0.49815917,-0.0006981309,0.037699893,0.484911,0.3218671,-0.16115758,-0.112994544,0.06335023,0.060561057,-0.040407274,-0.10096833,0.04006181,0.0035917973,0.04006181,0.037699893,0.043999072,-0.007922515,0.012550077,0.04562241,0.043888275,0.0017196299,0.009051987,-0.009051987,0.051269025,0.05208607,0.3218671,0.30381584,0.2858617,0.012330065,0.04153966,0.061745953,0.023533443,0.061745953,0.061745953,0.06170424,0.021318365,0.008656152,0.004235775,0.001981234,0.0010932271,0.01199381,0.0007901921,0.03997016,-0.008126278,0.047347967,0.017061317,0.00020809671,0.016853223,0.028147662,-0.012308215,0.025786815,-0.035917025,0.002614155,-0.0146810105,0.015839446,-0.013934676,-0.008233691,-0.008233691,-0.0057009845,-0.03739233,-0.043093313,-0.0093046995,0.05319297,-0.0026371095,-0.17634477,0.0077182967,0.0046117674,0.48885447,0.015815146,0.015187187,0.80691004,0.0,-3.2192514e-08,0.19809309,0.8069101
18000,0.030092588,-0.030007739,-0.015657008,0.48902333,0.20693003,0.10958824,0.08631652,0.025941068,0.10185692,0.08842578,0.013532259,0.045390222,0.014775614,0.022769598,0.059004392,-0.052518178,-0.008562313,-0.04402851,-0.021657517,0.006904889,0.40495864,0.41211638,-0.0021634963,-0.013867225,0.030092588,0.015200324,0.0024813374,0.012718986,0.012377113,-0.02307234,-0.022712471,0.011266949,0.012870677,-0.013366944,-0.014938167,-0.006493209,0.009056967,0.016831009,0.42193305,0.41892698,0.41652867,0.4244439,0.00015091176,0.00015091176,0.43248197,-0.0008451059,0.033112004,0.4235945,0.3139563,-0.10735479,-0.114761084,0.005378694,0.0020023333,-0.028005406,-0.030007739,0.039382875,0.0077596726,0.039382875,0.033112004,0.035765078,-0.0076275975,0.00804236,0.040739603,0.03914409,0.0018468119,0.008832316,-0.008832316,0.047340136,0.04832919,0.3139563,0.2991195,0.2890793,0.007911102,0.035875354,0.046923604,0.015075848,0.046923604,0.046923604,0.046873104,0.019575976,0.0104785,0.005127517,0.002398336,0.00132338,0.008288357,0.0009565484,0.026793897,-0.0036066105,0.029494457,0.010232908,0.00025190655,0.009981002,0.01667225,-0.007675874,0.01357181,-0.015657008,0.0031645033,-0.007594058,0.008996376,-0.015466106,-0.008850762,-0.008850762,-0.006615344,-0.03705207,-0.043667413,-0.008735751,0.04787985,-0.004742615,-0.12013977,0.007624931,0.00028617008,0.42374623,0.007450918,0.012784975,0.48902333,0.48902333,0.48902333,0.20693003,0.0
21600,-0.05484852,-0.03210169,-0.016713211,0.4847179,0.20567767,0.10890906,0.08658222,0.025951512,0.10176599,0.08935679,0.012262046,0.045542542,0.014730777,0.023021352,0.059200257,-0.05337126,-0.0067654215,-0.046198294,-0.024015168,0.005904848,0.39541054,0.4847179,0.08117004,0.07010298,-0.05484852,0.014307421,0.0022925402,0.012014881,0.011699019,-0.023044957,-0.022712471,0.011874161,0.013355865,-0.013814374,-0.015266048,-0.0062529827,0.008621673,0.016761048,0.4154025,0.4126252,0.41040933,0.41882393,0.00013942935,0.00013942935,0.4271625,-0.0007808043,0.03300732,0.4195322,0.3110163,-0.10640625,-0.112111285,0.0070077297,0.0038882664,-0.028213426,-0.03210169,0.03905014,0.0074183457,0.03905014,0.03300732,0.03563177,-0.0079473,0.0068494612,0.04095462,0.039335165,0.002204076,0.009261903,-0.009261903,0.04755072,0.048464514,0.3110163,0.29735455,0.2884484,0.0072629987,0.03521659,0.045600824,0.0141053945,0.045600824,0.045600824,0.04555417,0.01859708,0.009681223,0.00473738,0.0022158541,0.001222688,0.008168302,0.00088376756,0.026492149,-0.0038427748,0.029497812,0.0102960905,0.00023273975,0.01006335,0.016809436,-0.007674964,0.01396407,-0.016713211,0.0029237259,-0.00783885,0.0091344705,-0.016278276,-0.009198462,-0.009198462,-0.007079815,-0.037092987,-0.0441728,-0.008983143,0.048318304,-0.005863301,-0.11911902,0.007591512,-0.00032851318,0.41817933,0.0065138824,0.012712763,0.4847179,0.4847179,0.4847179,0.20567767,0.0
25200,-0.05326406,-0.016951079,-0.007902721,0.48357475,0.20755766,0.10989618,0.08483862,0.025613422,0.10090431,0.08528331,0.015123367,0.043975215,0.014474317,0.021924866,0.057098728,-0.050086837,-0.011189907,-0.03875641,-0.01711528,0.0078056757,0.39918244,0.48357475,0.07377631,0.06351776,-0.05326406,0.009061537,0.0028859035,0.006175634,0.0057780207,-0.00041854038,2.2190697e-11,-0.0046945405,-0.0028293359,0.002252155,0.00042475382,-0.0041984892,0.007180252,0.0051300977,0.4209188,0.41742265,0.4146333,0.42130432,0.00017551694,0.00017551694,0.42849973,-0.0009828949,0.03240888,0.41761124,0.31594834,-0.099007174,-0.11621214,-0.0048181736,-0.008745027,-0.025696104,-0.016951079,0.039516725,0.00883939,0.039516725,0.03240888,0.034535494,-0.0067087305,0.009905613,0.03911761,0.037593253,0.0010528805,0.007737634,-0.007737634,0.045699272,0.046849582,0.31594834,0.30016422,0.2910351,0.0077292416,0.035195477,0.044267133,0.013755926,0.044267133,0.044267133,0.044208396,0.020386888,0.012186951,0.0059635253,0.0027893693,0.0015391485,0.007258895,0.0011125073,0.023236232,-0.0018138196,0.023996273,0.008040969,0.00029297825,0.0077479905,0.012943839,-0.0062564663,0.009253349,-0.007902722,0.003680455,-0.0050564157,0.0066873734,-0.013835456,-0.008116948,-0.008116948,-0.005718509,-0.036251377,-0.041969888,-0.008006836,0.045600086,-0.0024811826,-0.11139397,0.0076382603,9.09822e-05,0.4204929,0.0061176657,0.012386795,0.48357475,0.48357475,0.48357475,0.20755766,0.0
28800,-0.062232297,-0.022451693,-0.010767035,0.48146498,0.20603618,0.109094284,0.085437275,0.02569865,0.10102681,0.087011695,0.013796031,0.04465853,0.014573932,0.022389293,0.058020525,-0.051539727,-0.009136189,-0.042049326,-0.020341879,0.0067750793,0.3909676,0.48146498,0.08120091,0.0715478,-0.062232297,0.008245893,0.0025892218,0.0056566712,0.0052999337,-0.00037551284,-1.4977521e-11,-0.00432784,-0.0026543855,0.0021365408,0.0004970033,-0.0042160572,0.006891284,0.0040376005,0.41831172,0.415175,0.41267237,0.42017278,0.00015747314,0.00015747314,0.4279077,-0.00088184956,0.032694463,0.4186011,0.31496271,-0.10125567,-0.11450872,-0.0007231881,-0.004246347,-0.026698038,-0.022451691,0.03944813,0.008307201,0.03944813,0.032694463,0.03500524,-0.0072655813,0.008424731,0.039960045,0.038381122,0.0015998746,0.008457356,-0.008457356,0.04652032,0.047552373,0.31496271,0.30074018,0.2929278,0.006995754,0.03481428,0.043393046,0.012781481,0.043393046,0.043393046,0.04334035,0.019149011,0.010934087,0.0053504524,0.0025026114,0.0013809182,0.007370625,0.0009981374,0.023666231,-0.0024853242,0.025206111,0.008591386,0.00026285902,0.008328526,0.01391285,-0.0065652193,0.01063107,-0.010767035,0.0033020906,-0.0058843414,0.00734763,-0.014932368,-0.008597737,-0.008597737,-0.006334632,-0.036607362,-0.04294199,-0.008462917,0.046844043,-0.0041051167,-0.11378552,0.00767097,-0.00067521585,0.41944477,0.0051105106,0.012529847,0.48146498,0.48146498,0.48146498,0.20603618,0.0
